gen,gensd,train,trainsd,m1,m1sd,m2,m2sd,P,D,N,eps,gamma,T,zeta,solver,lingen,lingensd,quadgen,quadgensd,a
0.41414997,0.04965911,0.40023333,0.045303925999999994,0.09236939999999999,0.07658087,0.0004990735,0.014433524,400,30,3,0.0,1.0,300,0.0001,auto,0.06674166,0.016111199,0.3649,0.027717892,1.0
0.38283327,0.047674824000000005,0.36793333,0.042517886,0.15289313,0.09431410000000001,0.0008075452000000001,0.019761413000000002,400,30,5,0.0,1.0,300,0.0001,auto,0.06513332599999999,0.014799456,0.36227497,0.03012632,1.0
0.3714083,0.046964925,0.354775,0.0437737,0.18431229999999998,0.10183292599999999,0.0007493125,0.020956893,400,30,6,0.0,1.0,300,0.0001,auto,0.065799996,0.015969554,0.3611917,0.028669392999999998,1.0
0.3566,0.050455242000000004,0.341,0.044849284,0.22131708,0.112676725,9.656425e-05,0.022683647999999997,400,30,7,0.0,1.0,300,0.0001,auto,0.065,0.015367715,0.36114168,0.029752605,1.0
0.32960832,0.043427534000000004,0.3108,0.04234808,0.29927638,0.11788708,-0.0022347472,0.029837107,400,30,10,0.0,1.0,300,0.0001,auto,0.06518333,0.015124749,0.36221668,0.029054597,1.0
0.31065002,0.04650441,0.28809166,0.04290304,0.35834393,0.12810683,0.0001910912,0.033302676,400,30,12,0.0,1.0,300,0.0001,auto,0.06485833,0.015227467,0.3619167,0.0290659,1.0
0.28063333,0.041373987,0.25658333,0.041064907000000005,0.45390347,0.12930793,0.00039805524,0.038723655,400,30,15,0.0,1.0,300,0.0001,auto,0.06398333,0.014814398999999999,0.35960835,0.0298481,1.0
0.2481,0.04594941,0.22031665,0.041063767,0.5565101,0.13682924,-0.0019650655,0.04672537400000001,400,30,19,0.0,1.0,300,0.0001,auto,0.065225,0.016438378,0.36136672,0.029863,1.0
0.20751666,0.037646372000000004,0.17399167,0.03603245,0.7030485,0.13678658,0.0062608253,0.054507703,400,30,25,0.0,1.0,300,0.0001,auto,0.06590833,0.01590558,0.36283335,0.031177137,1.0
0.17154168,0.03361638,0.13184166,0.030797792999999997,0.8184626,0.12272999400000001,0.0016181117000000002,0.058402732,400,30,31,0.0,1.0,300,0.0001,auto,0.065725,0.01509261,0.36555833,0.026979173,1.0
0.14368333,0.025838757,0.09763333,0.022513487999999998,0.9049126000000001,0.13061316,0.0028335035,0.067934856,400,30,39,0.0,1.0,300,0.0001,auto,0.06594167,0.015172918,0.3637,0.029418277000000003,1.0
0.12393332,0.019160172,0.0692,0.015099172,0.9527100000000001,0.13678549,-0.0005012883999999999,0.05949797,400,30,50,0.0,1.0,300,0.0001,auto,0.06575833,0.01581626,0.36214164,0.028833156000000002,1.0
0.123050004,0.021117467,0.055049997,0.011937231000000001,0.9959428,0.1329038,0.0008233863000000001,0.063870385,400,30,63,0.0,1.0,300,0.0001,auto,0.06570833,0.015511365,0.36480835,0.030831276,1.0
0.12711667,0.01840683,0.044233333,0.010248766,1.0023649,0.13084486,0.005153424,0.06610696,400,30,79,0.0,1.0,300,0.0001,auto,0.06644166,0.015057691000000002,0.36329168,0.030109147000000003,1.0
0.14020832,0.020512657,0.036350004,0.009657164000000001,1.0200787,0.14126612,-0.0036786023999999997,0.078389585,400,30,100,0.0,1.0,300,0.0001,auto,0.06650834,0.015240978,0.36700836,0.02975014,1.0
0.1542,0.018071203,0.02933333,0.008394774,1.0197848,0.14106975,-0.005419519,0.08719810000000001,400,30,125,0.0,1.0,300,0.0001,auto,0.06505833,0.015215697,0.3634167,0.028395887,1.0
0.17275833,0.021849768,0.020866664,0.0070650945,1.0360681,0.13323951,-0.0018102232,0.10899055,400,30,158,0.0,1.0,300,0.0001,auto,0.064791664,0.014343201000000002,0.363375,0.028196575,1.0
0.20286667,0.024690391000000003,0.012841663,0.0056446814000000005,1.0553448,0.14080743,-0.004521717,0.12533976,400,30,199,0.0,1.0,300,0.0001,auto,0.06561667,0.01431327,0.36407498,0.03103289,1.0
0.24514166,0.02579084,0.004974999,0.0035501465000000003,1.0336796,0.14557402,0.009576580500000001,0.16317105,400,30,251,0.0,1.0,300,0.0001,auto,0.06374999,0.014792311,0.36308336,0.029940102000000003,1.0
0.29633337,0.02647037,0.0007666666,0.0013828313,1.064868,0.15945084,-0.007262374,0.25545815,400,30,316,0.0,1.0,300,0.0001,auto,0.06528333,0.014670086,0.36394164,0.028711656000000002,1.0
0.34170002,0.028713122,0.0,0.0,1.0922298000000001,0.19638282,0.011797994,0.33957297,400,30,398,0.0,1.0,300,0.0001,auto,0.06499167,0.014486342,0.36225,0.026943227,1.0
0.30823335,0.02544446,0.0,0.0,1.0749917,0.16119779999999997,0.0027806059999999997,0.25790426,400,30,501,0.0,1.0,300,0.0001,auto,0.066316664,0.015688892,0.3636083,0.030092232000000003,1.0
0.27713335,0.026162768,0.0,0.0,1.070812,0.15933060000000002,-0.026766367000000003,0.20677799,400,30,630,0.0,1.0,300,0.0001,auto,0.06664999,0.016879056,0.36213335,0.02790667,1.0
0.25317502,0.024232008,0.0,0.0,1.0779666,0.14648598,-0.00018117477999999998,0.19202305,400,30,794,0.0,1.0,300,0.0001,auto,0.066025004,0.015571455500000001,0.365175,0.030004002000000002,1.0
0.24115,0.023535663,0.0,0.0,1.0877161,0.15412869,0.017396571,0.17558038,400,30,999,0.0,1.0,300,0.0001,auto,0.06472499,0.015006506000000001,0.36288333,0.02914295,1.0
0.22955833,0.025893064,0.0,0.0,1.0700686000000001,0.15091586,0.002069971,0.17548081,400,30,1258,0.0,1.0,300,0.0001,auto,0.06820833,0.015742008000000002,0.36174166,0.027389702999999998,1.0
0.22419167,0.022436779,0.0,0.0,1.0812565,0.15537068,-0.006741794000000001,0.15601395,400,30,1584,0.0,1.0,300,0.0001,auto,0.06554167,0.015385949,0.3656583,0.027122483,1.0
0.21774998,0.022945134,0.0,0.0,1.0811188,0.15431188,-0.006360119,0.16752331,400,30,1995,0.0,1.0,300,0.0001,auto,0.06724167,0.014770323,0.36173335,0.030261287,1.0
0.21066666,0.023112345,0.0,0.0,1.0907943000000002,0.16203257,0.0045383459999999995,0.15907659,400,30,2511,0.0,1.0,300,0.0001,auto,0.06596667,0.01473173,0.36125836,0.02913081,1.0
0.20259999,0.023616519,0.0,0.0,1.1039624,0.14700092,0.010974412,0.15256338,400,30,3162,0.0,1.0,50,0.0001,auto,0.063899994,0.014689793,0.35970002,0.023354014,1.0
0.20564999,0.021913522999999997,0.0,0.0,1.0824231000000002,0.14385499999999998,-0.019141406,0.14724323,400,30,3981,0.0,1.0,50,0.0001,auto,0.0659,0.017027623999999998,0.35754997,0.023175902999999998,1.0
0.20265,0.02638849,0.0,0.0,1.0648075000000001,0.17538238,0.042952265999999996,0.18132254,400,30,5011,0.0,1.0,50,0.0001,auto,0.06600001,0.019352002,0.35970002,0.026280408999999998,1.0
0.20554999,0.020477363999999998,0.0,0.0,1.067985,0.13511635,0.011723028500000001,0.15029885,400,30,6309,0.0,1.0,50,0.0001,auto,0.068,0.016147753,0.3668,0.026272800000000002,1.0
0.20619999,0.023565017,0.0,0.0,1.0922148,0.14981678,-0.00797379,0.14822502,400,30,7943,0.0,1.0,50,0.0001,auto,0.063499995,0.014474113500000002,0.36195,0.032826398,1.0
0.20220001,0.023439497000000004,0.0,0.0,1.0462683000000002,0.15940458,-0.020887313,0.15227877,400,30,10000,0.0,1.0,50,0.0001,auto,0.06564999,0.013944623,0.3671,0.027782007999999997,1.0
0.19985001,0.023629481,0.0,0.0,1.0982958999999999,0.16032119,0.008577288,0.14632726,400,30,12589,0.0,1.0,50,0.0001,auto,0.06815,0.01626968,0.35684997,0.024025038,1.0
0.19444999,0.018889746000000002,0.0,0.0,1.0791948,0.17761219,0.031880356,0.13774925,400,30,15848,0.0,1.0,50,0.0001,auto,0.062,0.013009612,0.36300004,0.029133314,1.0
0.19674999,0.018643029,0.0,0.0,1.0511469999999998,0.1285135,0.0031022758,0.14696921,400,30,19952,0.0,1.0,50,0.0001,auto,0.06705001,0.01619946,0.35864997,0.02105475,1.0
0.20149998,0.022461079,0.0,0.0,1.0847679,0.12931374,0.0039326106,0.14242145,400,30,25118,0.0,1.0,50,0.0001,auto,0.06404999,0.013873446999999999,0.36710003,0.027800001,1.0
0.20079999,0.02311623,0.0,0.0,1.0881876,0.1603114,-0.04159288,0.12742677,400,30,31622,0.0,1.0,50,0.0001,auto,0.0659,0.015880492,0.36350003,0.03129697,1.0
0.20239998,0.02239397,0.0,0.0,1.0962731000000001,0.15028334,-0.036562,0.16170909,400,30,39810,0.0,1.0,50,0.0001,auto,0.0659,0.015489996,0.36475,0.03324624,1.0
0.20045,0.02253159,0.0,0.0,1.0475357,0.16865852,0.027485866,0.13228838,400,30,50118,0.0,1.0,50,0.0001,auto,0.0659,0.013745545,0.36270005,0.028960492,1.0
0.20195,0.023544056,0.0,0.0,1.0866263,0.14091441,-0.008515233,0.12264853,400,30,63095,0.0,1.0,50,0.0001,auto,0.06559999,0.018100828,0.36630005,0.028689021000000002,1.0
0.19915001,0.019200325,0.0,0.0,1.0453534,0.13833286,-0.01986971,0.13982946,400,30,79432,0.0,1.0,50,0.0001,auto,0.06489999,0.015190128999999998,0.36545,0.030609189,1.0
0.20144999,0.02015,0.0,0.0,1.0519978,0.12327281,-0.026111212,0.16528536,400,30,100000,0.0,1.0,50,0.0001,auto,0.06625,0.015043686,0.3693,0.033556074,1.0
0.19745001,0.026540017000000003,0.0,0.0,1.0891175,0.1705833,-0.00057391403,0.14214742,400,30,125892,0.0,1.0,50,0.0001,auto,0.0648,0.014043149,0.35964996,0.0331248,1.0
0.19720002,0.018163423999999997,0.0,0.0,1.035854,0.1474445,0.024807452999999997,0.13301893,400,30,158489,0.0,1.0,50,0.0001,auto,0.06685,0.014237363000000001,0.35580003,0.025077078,1.0
0.19814998,0.021707197999999997,0.0,0.0,1.0777662000000001,0.12948248,0.010570925,0.11515772,400,30,199526,0.0,1.0,50,0.0001,auto,0.066599995,0.014575322,0.366,0.023468067999999998,1.0
0.19884998,0.023039151,0.0,0.0,1.0841889,0.16102666,-0.02130522,0.13477811,400,30,251188,0.0,1.0,50,0.0001,auto,0.0641,0.011829625,0.36415002,0.0336846,1.0
